cgpa,attendance,backlogs,internships,projects,certifications,aptitude_score,coding_score,technical_skills_score,communication_score,branch,skills,placement
8.28,70.83,1,0,5,2,53.09,83.38,54.69,63.64,CIVIL,HTML:Advanced;CSS:Advanced;C++:Intermediate;React:Beginner;SQL:Intermediate,1
5.78,59.8,3,1,5,7,74.9,83.5,70.2,42.54,EEE,Data Science:Advanced;SQL:Intermediate;CSS:Advanced;React:Advanced,0
6.27,58.24,0,0,4,6,35.21,43.22,95.72,95.67,EEE,Machine Learning:Beginner;HTML:Intermediate;JavaScript:Advanced;C++:Intermediate,1
5.22,57.2,1,2,3,5,76.38,36.21,82.05,56.5,IT,HTML:Advanced;Java:Intermediate;JavaScript:Advanced;CSS:Intermediate;Machine Learning:Beginner,0
7.68,83.79,3,1,3,7,54.65,97.99,80.55,93.74,EEE,C++:Intermediate;Java:Advanced;Python:Advanced;JavaScript:Beginner;SQL:Beginner,1
6.35,65.36,0,0,6,2,54.34,91.17,82.57,91.19,ECE,CSS:Intermediate;Java:Intermediate,1
8.04,94.01,5,0,3,1,69.74,43.18,42.06,74.17,EEE,Java:Intermediate;C++:Beginner;Data Science:Intermediate;SQL:Intermediate,0
5.09,70.67,1,0,3,8,84.63,53.94,81.14,41.73,CSE,C++:Intermediate;Data Science:Beginner;JavaScript:Advanced,0
6.62,57.07,4,0,3,2,41.89,91.37,51.95,51.6,ECE,Data Science:Intermediate;React:Advanced;Java:Advanced,0
8.24,55.65,1,2,6,1,64.65,41.95,73.42,89.07,CSE,CSS:Beginner;JavaScript:Beginner,1
6.66,99.06,0,0,2,8,39.35,54.34,56.26,82.34,MECH,JavaScript:Intermediate;SQL:Intermediate;Data Science:Advanced;Java:Beginner,1
7.45,69.43,0,1,0,5,90.59,44.01,50.95,93.07,CSE,SQL:Advanced;React:Intermediate;Machine Learning:Intermediate,1
6.2,74.79,1,0,2,5,93.05,35.64,44.8,62.98,IT,Java:Intermediate;HTML:Intermediate;Machine Learning:Beginner,0
8.36,59.76,0,1,0,7,73.18,38.93,79.54,45.27,ECE,CSS:Intermediate;SQL:Intermediate;C++:Intermediate;JavaScript:Intermediate,1
8.49,55.92,1,1,5,8,41.91,63.16,53.13,73.44,EEE,Java:Beginner;Data Science:Advanced,1
9.9,74.22,0,1,4,2,87.79,68.98,57.92,50.45,MECH,JavaScript:Intermediate;Python:Intermediate;React:Beginner;HTML:Beginner;CSS:Intermediate,1
7.09,82.4,1,0,3,5,98.08,61.7,43.67,64.76,CIVIL,Machine Learning:Beginner;SQL:Intermediate;JavaScript:Intermediate;Java:Advanced,0
6.13,88.11,3,2,6,7,82.28,50.94,87.98,94.74,IT,Machine Learning:Intermediate;HTML:Intermediate,1
9.15,55.44,0,0,0,0,55.27,43.14,80.11,72.26,ECE,Python:Intermediate;CSS:Beginner,1
5.01,71.36,0,1,6,3,85.82,45.79,49.73,65.61,MECH,Python:Advanced;CSS:Intermediate;HTML:Intermediate;Data Science:Intermediate,1
8.02,84.83,1,1,0,5,97.72,38.28,92.7,41.88,EEE,CSS:Intermediate;Python:Intermediate;HTML:Advanced,1
7.41,97.9,0,1,2,7,83.44,64.71,68.32,64.0,IT,C++:Beginner;JavaScript:Advanced;React:Intermediate;Machine Learning:Beginner,1
6.0,60.97,0,0,4,7,64.85,77.86,63.84,54.51,IT,Machine Learning:Beginner;Java:Intermediate;SQL:Beginner;HTML:Intermediate;Data Science:Intermediate,1
10.0,62.11,5,0,6,4,45.33,67.58,63.67,42.36,EEE,HTML:Intermediate;Python:Intermediate;React:Intermediate;Data Science:Intermediate;Java:Intermediate,0
6.26,55.18,0,1,3,2,43.94,43.52,73.45,71.86,ECE,React:Intermediate;C++:Intermediate;Machine Learning:Intermediate;CSS:Beginner;JavaScript:Intermediate,1
8.6,85.42,0,0,4,7,45.32,94.06,43.07,91.63,ECE,Data Science:Intermediate;Python:Advanced,1
7.5,82.39,0,1,5,2,82.56,38.09,45.23,92.0,CIVIL,HTML:Intermediate;CSS:Intermediate;C++:Beginner;Python:Beginner;Data Science:Intermediate,1
5.81,70.99,1,1,5,1,74.59,41.98,82.39,49.8,EEE,Machine Learning:Advanced;JavaScript:Beginner;SQL:Advanced;HTML:Advanced,0
9.42,86.07,2,2,2,6,96.49,97.27,58.89,64.48,EEE,Python:Beginner;HTML:Intermediate;CSS:Beginner;Machine Learning:Intermediate,1
8.91,99.94,0,1,0,5,53.46,33.35,81.15,44.94,ECE,SQL:Intermediate;Python:Intermediate;HTML:Intermediate,1
7.56,77.67,2,0,6,3,54.26,48.8,42.74,53.44,MECH,React:Advanced;Python:Beginner;C++:Beginner,1
7.93,77.23,2,0,6,0,45.01,51.01,76.64,78.19,CSE,HTML:Intermediate;C++:Beginner;CSS:Advanced;SQL:Intermediate,1
5.55,83.24,2,1,0,6,59.81,99.73,69.39,98.26,CSE,Machine Learning:Advanced;React:Intermediate,0
9.31,76.69,0,1,6,3,79.0,46.1,55.52,97.33,MECH,React:Beginner;JavaScript:Intermediate,1
9.43,82.51,0,1,1,0,94.38,33.49,97.1,61.06,MECH,Python:Advanced;Java:Advanced;HTML:Beginner,1
5.32,63.09,2,0,6,7,43.27,74.12,44.55,77.08,CSE,Java:Intermediate;Python:Advanced;C++:Intermediate,0
8.93,68.5,1,1,3,1,79.89,34.2,87.9,68.59,CIVIL,CSS:Beginner;SQL:Intermediate,1
9.61,74.76,0,0,3,4,67.53,64.57,40.23,42.39,EEE,Data Science:Beginner;React:Intermediate;Python:Advanced;CSS:Intermediate,1
8.49,77.66,0,2,5,7,53.19,44.25,43.91,98.56,IT,Machine Learning:Intermediate;JavaScript:Advanced;Java:Beginner;C++:Beginner,1
8.88,77.77,2,2,4,5,85.44,46.72,81.87,79.5,MECH,JavaScript:Beginner;Machine Learning:Beginner;CSS:Intermediate;HTML:Intermediate;React:Beginner,1
8.18,60.32,1,1,5,7,85.8,35.09,36.99,88.17,EEE,SQL:Intermediate;CSS:Advanced;Java:Beginner,1
8.72,81.27,2,1,4,7,47.57,62.17,47.34,83.91,ECE,React:Intermediate;CSS:Advanced;Data Science:Intermediate;Machine Learning:Beginner,1
5.69,71.87,2,0,0,0,99.79,50.71,99.52,70.44,CIVIL,Data Science:Advanced;Machine Learning:Intermediate,0
8.01,91.43,0,1,3,6,49.85,75.57,96.0,58.22,IT,JavaScript:Intermediate;C++:Advanced,1
5.69,97.81,4,1,1,2,36.83,77.27,98.19,48.08,ECE,Python:Advanced;Machine Learning:Beginner;JavaScript:Intermediate;Java:Intermediate;Data Science:Advanced,0
8.33,72.65,0,1,1,3,84.42,67.93,67.93,68.26,CSE,Java:Intermediate;Python:Intermediate;C++:Beginner;React:Advanced,1
6.0,63.38,1,1,2,6,35.33,79.93,57.25,65.4,MECH,Java:Beginner;SQL:Advanced,0
7.39,57.23,0,0,6,1,48.79,39.01,68.11,51.7,ECE,Python:Advanced;C++:Advanced;Java:Beginner;CSS:Intermediate;JavaScript:Intermediate,1
7.71,83.84,2,1,0,4,60.02,54.62,69.95,89.42,CIVIL,Machine Learning:Intermediate;Data Science:Beginner;C++:Beginner;React:Intermediate;CSS:Beginner,0
5.39,59.33,3,1,4,1,41.6,92.79,68.49,51.8,EEE,Python:Beginner;JavaScript:Advanced,0
9.36,65.45,4,1,3,5,77.62,85.08,66.6,79.95,MECH,CSS:Beginner;React:Beginner;C++:Intermediate;HTML:Advanced;Data Science:Advanced,1
8.89,90.61,0,0,6,0,65.79,45.63,35.2,61.37,MECH,Machine Learning:Advanced;C++:Intermediate;React:Intermediate;Data Science:Advanced;JavaScript:Intermediate,1
6.46,90.65,0,0,1,5,55.41,54.13,64.35,99.32,IT,Python:Beginner;HTML:Beginner,0
7.35,74.02,1,1,1,7,36.29,56.7,90.51,85.53,ECE,Machine Learning:Intermediate;C++:Intermediate;React:Beginner,1
5.75,70.17,3,1,1,8,87.83,80.93,64.57,42.91,ECE,Java:Intermediate;CSS:Beginner,0
7.5,91.44,2,1,1,2,57.64,43.81,95.47,90.85,MECH,C++:Intermediate;SQL:Intermediate;Machine Learning:Intermediate;React:Beginner,1
6.28,88.64,0,0,3,6,60.76,64.05,38.12,71.7,MECH,Python:Advanced;HTML:Intermediate;Data Science:Intermediate;React:Beginner,1
9.36,88.6,0,1,0,6,76.47,87.66,65.92,69.09,MECH,C++:Beginner;React:Beginner;SQL:Intermediate;Java:Beginner;Machine Learning:Beginner,1
9.77,93.27,0,2,5,2,88.33,39.72,67.14,96.03,CIVIL,Data Science:Advanced;Python:Intermediate;HTML:Intermediate;Machine Learning:Advanced;React:Beginner,1
9.07,87.44,2,1,6,6,47.74,86.0,83.01,68.38,CSE,HTML:Advanced;CSS:Advanced;C++:Intermediate,1
9.61,84.62,3,1,0,5,35.1,95.76,85.36,46.87,CSE,HTML:Intermediate;React:Beginner;Python:Beginner,1
7.89,99.55,0,3,1,7,59.85,56.71,72.9,96.19,EEE,C++:Beginner;SQL:Intermediate;JavaScript:Intermediate,1
8.2,73.07,0,2,6,5,72.48,42.68,96.89,86.77,CIVIL,C++:Advanced;CSS:Intermediate,1
7.0,58.54,3,2,1,5,85.64,35.35,76.16,71.84,IT,SQL:Beginner;C++:Beginner;JavaScript:Intermediate;Python:Advanced,0
7.32,80.08,3,0,1,7,78.39,99.15,73.7,97.0,EEE,Machine Learning:Intermediate;CSS:Advanced;C++:Advanced;SQL:Beginner;JavaScript:Advanced,0
9.04,67.24,0,1,4,1,67.25,65.75,38.6,91.56,IT,C++:Intermediate;React:Beginner;Java:Intermediate;Machine Learning:Beginner,1
9.7,96.5,0,1,0,2,97.93,35.23,72.4,91.19,MECH,HTML:Intermediate;Python:Advanced;Java:Beginner;React:Beginner,1
7.2,81.95,0,0,3,2,82.19,83.41,61.76,47.8,IT,Python:Advanced;Machine Learning:Intermediate;Java:Advanced;SQL:Advanced,1
9.81,94.11,2,1,1,4,67.93,80.24,44.9,95.09,CIVIL,Machine Learning:Beginner;HTML:Intermediate;SQL:Advanced;CSS:Intermediate,1
8.85,92.05,0,3,5,1,64.25,77.61,57.39,92.68,MECH,C++:Advanced;HTML:Intermediate;Python:Intermediate,1
5.21,96.29,0,3,3,5,57.53,54.66,80.35,86.42,IT,SQL:Beginner;Machine Learning:Advanced;Java:Beginner;HTML:Beginner,1
8.94,95.54,3,2,1,3,90.3,96.62,93.72,51.79,MECH,React:Advanced;Java:Intermediate;SQL:Advanced;Data Science:Beginner;Machine Learning:Advanced,1
6.11,96.82,2,1,4,4,48.67,58.59,45.32,80.94,ECE,Machine Learning:Intermediate;SQL:Beginner,0
5.2,80.8,0,1,2,3,76.65,31.62,96.45,40.72,IT,Data Science:Beginner;Machine Learning:Beginner,1
7.93,82.65,1,1,0,2,70.17,55.24,81.73,52.2,IT,CSS:Intermediate;Java:Advanced;HTML:Intermediate;C++:Advanced,1
9.61,71.35,4,0,3,1,83.09,51.08,43.43,69.17,MECH,Python:Beginner;JavaScript:Advanced;HTML:Beginner;React:Beginner;Machine Learning:Intermediate,0
8.31,63.08,0,1,0,6,91.99,50.84,73.17,67.3,CIVIL,Data Science:Beginner;React:Beginner;SQL:Advanced;HTML:Beginner;Java:Intermediate,1
7.02,81.58,2,2,6,8,37.26,87.94,80.0,67.4,ECE,HTML:Intermediate;Machine Learning:Advanced;JavaScript:Intermediate;SQL:Intermediate;React:Intermediate,1
7.45,71.82,1,0,6,8,55.11,34.54,86.95,92.79,CIVIL,JavaScript:Intermediate;C++:Beginner,1
5.62,66.96,0,1,3,8,97.39,98.96,86.27,85.45,ECE,JavaScript:Advanced;React:Intermediate,1
9.62,61.49,0,3,0,8,65.85,82.11,98.89,91.93,MECH,JavaScript:Advanced;C++:Advanced;Machine Learning:Advanced;CSS:Beginner;Python:Beginner,1
8.93,74.92,1,1,3,1,85.24,55.13,71.72,80.95,EEE,CSS:Intermediate;React:Intermediate,1
7.61,86.76,1,3,1,8,98.65,53.12,87.5,90.37,CSE,CSS:Beginner;SQL:Advanced;C++:Intermediate;Java:Intermediate;React:Advanced,1
6.05,60.78,0,0,2,7,51.63,80.7,54.94,47.78,CSE,SQL:Beginner;Java:Intermediate;Python:Beginner;HTML:Intermediate;CSS:Beginner,0
7.85,59.88,0,2,1,1,71.06,64.86,43.26,99.73,EEE,Java:Beginner;Data Science:Advanced;JavaScript:Advanced;Python:Beginner;CSS:Intermediate,1
5.13,76.65,0,0,6,8,47.41,51.06,65.12,68.44,CSE,C++:Intermediate;Data Science:Intermediate,1
8.34,78.56,0,3,4,8,86.12,65.53,36.32,92.4,CSE,SQL:Intermediate;React:Intermediate;Python:Intermediate;C++:Advanced;CSS:Intermediate,1
7.02,62.43,0,0,4,8,36.75,57.58,71.69,41.63,CIVIL,C++:Intermediate;CSS:Beginner;Data Science:Intermediate;Python:Advanced;Machine Learning:Intermediate,1
5.27,65.36,0,2,3,0,43.16,87.5,56.23,89.13,EEE,SQL:Intermediate;Data Science:Advanced,1
9.79,73.94,2,1,2,3,72.72,56.12,75.36,93.99,ECE,HTML:Intermediate;C++:Beginner,1
8.75,96.09,1,2,1,1,68.73,64.38,97.12,77.73,EEE,Python:Advanced;HTML:Intermediate;Java:Intermediate;Machine Learning:Beginner,1
7.27,84.82,1,1,0,0,86.14,47.05,43.19,73.87,CSE,Data Science:Intermediate;JavaScript:Beginner;Machine Learning:Advanced,0
5.23,78.99,1,1,4,2,59.34,37.01,45.77,78.06,MECH,C++:Advanced;Machine Learning:Beginner;HTML:Advanced,0
8.46,64.28,1,1,3,3,95.98,72.74,37.45,50.8,EEE,React:Intermediate;SQL:Intermediate,1
8.13,73.61,1,3,6,4,61.42,82.67,37.79,59.23,EEE,JavaScript:Intermediate;SQL:Intermediate,1
6.65,63.18,1,1,6,6,92.81,58.1,54.1,77.42,EEE,Python:Intermediate;JavaScript:Beginner,1
6.62,55.88,3,2,6,4,50.56,46.86,71.88,44.73,CIVIL,Java:Intermediate;Machine Learning:Intermediate;C++:Beginner;Data Science:Advanced;SQL:Intermediate,0
9.04,94.13,1,2,5,7,40.83,66.55,44.44,87.01,MECH,Data Science:Beginner;JavaScript:Beginner;C++:Intermediate;CSS:Intermediate;React:Intermediate,1
7.8,61.28,1,0,0,6,95.99,73.98,86.11,98.47,ECE,React:Beginner;HTML:Beginner,1
8.83,83.13,0,1,2,6,57.83,76.29,51.09,78.88,MECH,Java:Beginner;React:Beginner,1
7.17,59.43,1,2,3,2,80.11,93.24,37.99,87.77,ECE,SQL:Intermediate;HTML:Intermediate;C++:Advanced;Java:Beginner,1
9.43,67.74,0,0,1,4,42.91,45.47,36.56,66.62,CIVIL,CSS:Intermediate;SQL:Intermediate;Data Science:Advanced;C++:Intermediate;HTML:Intermediate,1
7.32,87.36,0,0,1,3,64.94,40.86,47.25,92.51,CSE,HTML:Beginner;Python:Beginner,1
6.84,72.71,0,2,4,3,36.35,31.61,71.3,76.72,IT,CSS:Beginner;JavaScript:Advanced,1
5.36,75.9,3,0,1,1,61.0,43.58,92.66,42.36,ECE,Python:Intermediate;React:Beginner,0
6.04,72.51,4,3,1,0,83.41,68.47,42.94,68.87,ECE,SQL:Advanced;Python:Beginner;JavaScript:Intermediate,0
7.58,73.25,4,1,5,4,96.57,45.16,74.42,68.28,EEE,JavaScript:Advanced;HTML:Advanced;C++:Beginner,0
5.32,59.9,2,1,3,2,62.19,79.62,79.59,50.32,CIVIL,C++:Intermediate;JavaScript:Intermediate;Machine Learning:Advanced,0
9.7,87.91,0,0,6,8,71.05,77.91,53.12,98.33,CIVIL,CSS:Intermediate;Machine Learning:Beginner,1
7.94,94.76,0,1,6,2,87.39,36.3,81.23,67.28,EEE,Machine Learning:Intermediate;Python:Beginner,1
7.32,85.09,0,0,1,2,75.9,61.52,77.1,99.45,MECH,Machine Learning:Beginner;Data Science:Advanced;SQL:Intermediate;React:Intermediate;Java:Intermediate,1
8.6,71.12,2,0,5,6,74.03,44.62,43.84,66.07,IT,C++:Intermediate;Data Science:Advanced;SQL:Advanced;CSS:Beginner,1
9.27,67.27,1,0,4,7,78.14,51.42,96.74,63.04,MECH,Data Science:Beginner;SQL:Intermediate;JavaScript:Advanced,1
6.09,76.29,0,2,5,6,62.47,97.68,41.38,55.68,ECE,C++:Intermediate;HTML:Intermediate;SQL:Beginner;Machine Learning:Beginner,1
8.09,58.79,3,1,1,3,82.94,61.02,43.22,71.6,IT,Python:Advanced;SQL:Intermediate,0
6.19,81.11,1,1,6,6,81.69,32.79,77.06,66.41,EEE,HTML:Intermediate;Data Science:Beginner,1
9.29,63.63,2,0,5,6,37.3,66.37,80.13,89.49,EEE,C++:Beginner;HTML:Beginner;Python:Intermediate;Java:Advanced;SQL:Intermediate,1
5.31,66.27,0,2,3,5,74.42,88.85,95.03,59.27,CIVIL,HTML:Intermediate;C++:Intermediate;JavaScript:Beginner;Java:Intermediate;Machine Learning:Intermediate,1
9.15,89.91,0,0,5,5,71.79,90.48,60.78,49.52,EEE,Data Science:Advanced;Machine Learning:Intermediate;React:Intermediate;CSS:Advanced,1
9.62,62.99,0,1,2,7,77.65,77.83,41.39,74.81,EEE,HTML:Beginner;JavaScript:Intermediate;Python:Advanced;React:Intermediate;Java:Intermediate,1
9.9,73.74,0,1,4,4,41.7,64.65,47.51,72.35,CIVIL,JavaScript:Beginner;CSS:Intermediate,1
7.65,87.49,2,1,3,0,86.83,66.19,95.85,99.62,MECH,C++:Advanced;Python:Advanced;SQL:Beginner,1
8.64,71.79,0,0,2,0,35.67,99.17,35.38,86.57,EEE,Machine Learning:Advanced;CSS:Intermediate;Python:Intermediate,1
7.78,81.39,1,0,0,6,57.98,76.57,83.77,92.09,CIVIL,React:Intermediate;Data Science:Intermediate,1
7.0,61.39,0,2,3,5,71.37,34.66,56.47,88.86,EEE,Machine Learning:Beginner;CSS:Advanced;JavaScript:Intermediate;Python:Beginner;Java:Advanced,1
5.74,95.19,0,3,2,2,60.54,73.16,89.77,75.62,MECH,Data Science:Intermediate;React:Intermediate;CSS:Advanced;HTML:Intermediate;Python:Advanced,1
5.71,81.87,0,3,6,3,84.96,80.74,37.84,40.85,IT,React:Beginner;C++:Intermediate;SQL:Intermediate;JavaScript:Beginner,1
7.66,73.04,0,1,4,2,98.3,56.87,57.15,88.83,MECH,HTML:Intermediate;SQL:Intermediate;JavaScript:Intermediate;Java:Advanced;Machine Learning:Beginner,1
7.68,62.19,0,0,5,5,97.78,83.86,85.22,54.0,CSE,Python:Intermediate;Machine Learning:Beginner;HTML:Intermediate;CSS:Beginner;C++:Beginner,1
6.42,88.87,1,0,3,6,82.83,94.52,93.74,76.21,ECE,SQL:Beginner;Machine Learning:Intermediate,1
8.62,97.48,4,0,5,3,90.44,90.95,82.52,73.84,IT,Java:Advanced;Python:Intermediate;JavaScript:Beginner;React:Intermediate,1
9.34,87.86,0,3,3,3,37.96,73.55,87.64,56.07,IT,Python:Intermediate;C++:Beginner;Data Science:Intermediate;HTML:Intermediate;SQL:Beginner,1
5.9,60.44,2,1,5,5,78.01,94.79,84.4,95.94,IT,Python:Intermediate;React:Intermediate;JavaScript:Intermediate,1
5.83,67.66,0,0,6,3,63.65,32.75,86.57,80.8,ECE,JavaScript:Intermediate;Data Science:Advanced,1
8.36,64.77,0,2,2,0,48.77,43.3,83.2,84.81,EEE,Data Science:Advanced;JavaScript:Intermediate;HTML:Advanced,1
6.44,94.64,1,0,5,3,81.14,51.75,35.89,64.48,IT,CSS:Intermediate;Java:Beginner,1
6.96,89.76,1,1,2,0,66.38,50.68,94.84,45.15,CIVIL,SQL:Intermediate;React:Beginner;Data Science:Intermediate,1
8.98,87.82,0,3,4,8,44.19,32.92,72.23,63.64,MECH,React:Intermediate;JavaScript:Advanced,1
9.84,91.21,0,2,0,4,69.88,61.84,78.73,80.34,MECH,SQL:Intermediate;Java:Advanced;JavaScript:Intermediate;CSS:Intermediate;Python:Intermediate,1
8.6,89.61,0,3,3,3,43.57,31.06,86.97,97.06,CSE,Machine Learning:Intermediate;React:Beginner;SQL:Beginner,1
6.55,75.34,0,2,0,1,74.98,65.49,65.08,73.26,CIVIL,CSS:Intermediate;JavaScript:Intermediate,1
5.79,75.85,0,0,2,3,86.08,32.04,50.88,58.48,EEE,Machine Learning:Beginner;CSS:Beginner;React:Advanced;Data Science:Beginner;SQL:Advanced,0
6.5,95.85,1,1,2,2,38.9,44.32,86.32,79.89,EEE,Data Science:Intermediate;React:Advanced;CSS:Beginner;Java:Advanced;Python:Beginner,1
8.89,92.42,4,0,3,4,45.42,68.37,94.17,81.29,EEE,JavaScript:Beginner;Python:Beginner;Machine Learning:Intermediate;SQL:Intermediate,1
8.13,87.67,2,1,0,1,35.07,63.38,43.63,53.57,CIVIL,Python:Advanced;Data Science:Intermediate;SQL:Beginner;HTML:Beginner;Machine Learning:Intermediate,0
5.63,97.45,0,2,6,5,64.55,97.44,68.93,73.54,IT,Python:Advanced;React:Advanced;Java:Intermediate;Machine Learning:Advanced;Data Science:Advanced,1
8.11,64.62,0,2,1,0,39.96,72.26,87.55,92.25,CIVIL,Java:Beginner;Machine Learning:Intermediate;React:Intermediate;Data Science:Beginner,1
9.08,74.76,5,2,1,3,87.7,71.15,57.79,82.65,CIVIL,C++:Advanced;Data Science:Intermediate;JavaScript:Intermediate;HTML:Intermediate;Java:Beginner,1
9.98,63.12,0,0,2,4,54.92,72.18,62.7,81.39,ECE,Python:Advanced;SQL:Advanced;HTML:Beginner;C++:Intermediate;Machine Learning:Intermediate,1
6.66,68.69,0,0,3,1,39.4,60.95,48.21,73.07,CIVIL,C++:Intermediate;React:Intermediate;SQL:Advanced;Machine Learning:Intermediate;Python:Intermediate,1
8.63,86.52,0,1,3,7,77.2,50.52,41.76,68.6,MECH,SQL:Intermediate;HTML:Advanced,1
8.01,95.07,5,0,3,7,77.74,75.96,39.96,96.3,IT,SQL:Advanced;JavaScript:Advanced;CSS:Beginner;Data Science:Intermediate;C++:Intermediate,0
5.16,86.87,1,1,5,3,96.13,60.34,67.49,42.55,CSE,Machine Learning:Intermediate;Data Science:Advanced;CSS:Advanced,0
9.42,87.01,1,2,4,6,69.83,99.4,54.37,40.51,MECH,Machine Learning:Beginner;SQL:Intermediate,1
7.37,94.67,0,0,6,0,67.64,93.03,87.03,80.65,MECH,Java:Advanced;CSS:Beginner;C++:Beginner,1
9.72,92.01,3,1,4,2,41.13,62.23,45.15,55.9,MECH,JavaScript:Beginner;React:Intermediate;Machine Learning:Advanced,1
9.0,60.54,0,0,1,1,71.56,89.6,37.28,98.8,MECH,SQL:Advanced;Machine Learning:Intermediate;C++:Beginner;JavaScript:Beginner,1
7.5,75.42,3,1,1,6,68.96,85.69,43.86,87.8,IT,Java:Beginner;HTML:Intermediate;React:Advanced;Python:Beginner;JavaScript:Intermediate,0
6.55,69.86,1,2,6,1,38.29,71.2,78.32,47.46,ECE,Python:Intermediate;React:Intermediate,1
6.9,76.22,0,2,0,1,52.8,72.95,87.94,97.54,CIVIL,Machine Learning:Intermediate;C++:Beginner,1
8.19,57.36,0,1,0,2,35.34,68.52,95.39,64.41,EEE,JavaScript:Beginner;React:Advanced;SQL:Intermediate;C++:Beginner;CSS:Intermediate,1
9.62,60.53,1,0,5,0,69.21,33.44,70.09,58.97,CIVIL,SQL:Beginner;Python:Beginner;Data Science:Intermediate;React:Beginner,1
5.27,75.93,0,1,3,1,73.89,54.83,68.32,68.63,EEE,SQL:Beginner;Data Science:Advanced,0
9.09,89.8,3,0,6,3,62.49,61.6,72.46,41.38,MECH,Machine Learning:Intermediate;HTML:Intermediate;CSS:Intermediate,1
9.56,89.08,2,2,6,3,79.22,71.71,86.18,71.53,MECH,Java:Intermediate;Data Science:Intermediate;Python:Intermediate;HTML:Beginner,1
9.66,96.89,5,2,0,6,54.1,43.66,44.31,71.2,MECH,C++:Advanced;CSS:Intermediate,0
7.4,71.7,3,1,4,1,53.53,83.42,52.73,94.32,IT,Java:Intermediate;JavaScript:Intermediate;CSS:Intermediate;C++:Intermediate;Python:Beginner,0
6.55,96.7,0,3,1,6,61.41,37.4,92.94,54.82,IT,Data Science:Intermediate;React:Beginner;C++:Beginner,1
7.15,71.98,2,1,3,7,50.64,61.66,52.77,66.64,CSE,HTML:Beginner;SQL:Intermediate,1
8.89,95.29,5,1,5,2,81.58,96.95,78.04,74.22,ECE,Data Science:Beginner;SQL:Intermediate;JavaScript:Intermediate;Python:Advanced,1
5.85,91.65,3,1,0,4,45.4,70.8,74.49,70.23,ECE,React:Advanced;Python:Beginner,0
6.46,67.51,2,1,2,0,51.75,75.38,47.62,81.05,IT,Data Science:Intermediate;HTML:Intermediate;Machine Learning:Intermediate;Java:Intermediate;JavaScript:Intermediate,0
6.81,76.31,4,2,6,5,91.34,59.19,84.87,58.03,MECH,JavaScript:Intermediate;CSS:Beginner;C++:Beginner,1
5.11,99.16,0,1,6,2,95.54,72.2,90.35,61.75,CSE,SQL:Intermediate;Data Science:Intermediate;Java:Beginner;CSS:Beginner,1
8.78,97.01,2,0,4,3,92.33,65.11,93.04,80.39,IT,CSS:Intermediate;HTML:Intermediate;Java:Advanced,1
7.38,95.57,1,1,5,7,84.56,67.67,86.17,78.95,CSE,CSS:Intermediate;Java:Advanced,1
9.14,64.93,0,1,4,4,53.5,82.0,87.57,64.77,CSE,C++:Intermediate;React:Intermediate;Java:Beginner,1
6.24,55.2,0,0,6,5,72.74,33.57,98.02,52.73,ECE,Python:Intermediate;CSS:Intermediate;Machine Learning:Advanced;JavaScript:Beginner;React:Intermediate,1
5.16,81.01,1,0,0,0,42.08,99.56,45.49,57.06,CIVIL,CSS:Beginner;SQL:Beginner;Python:Intermediate,0
9.55,85.12,1,0,4,6,97.51,84.18,48.54,42.26,MECH,SQL:Intermediate;Machine Learning:Intermediate,1
9.1,91.94,3,0,4,3,71.84,89.46,79.01,72.43,EEE,Java:Beginner;Machine Learning:Intermediate;SQL:Advanced,1
7.36,71.34,1,1,5,7,51.57,30.48,60.96,44.1,IT,C++:Intermediate;Python:Advanced;JavaScript:Advanced;Machine Learning:Intermediate;CSS:Intermediate,1
7.88,91.04,0,0,1,2,84.57,64.07,74.67,85.8,MECH,Java:Beginner;Data Science:Beginner,1
8.62,90.68,0,2,5,1,73.69,51.03,82.5,74.58,CSE,SQL:Advanced;Data Science:Intermediate,1
9.77,63.3,0,0,4,0,88.69,37.16,68.58,77.74,MECH,SQL:Intermediate;Java:Intermediate,1
5.21,94.23,0,1,0,8,73.17,39.11,66.04,64.37,MECH,HTML:Intermediate;React:Intermediate,0
8.87,96.42,3,1,0,2,68.71,69.26,99.88,68.7,EEE,C++:Intermediate;CSS:Advanced;SQL:Intermediate;React:Intermediate,1
8.79,86.08,1,1,6,0,41.05,45.51,79.97,58.37,MECH,CSS:Advanced;Machine Learning:Intermediate;SQL:Intermediate;JavaScript:Intermediate,1
8.77,75.0,4,2,1,7,55.36,93.52,73.71,88.54,CSE,Machine Learning:Beginner;Java:Intermediate;Data Science:Intermediate;Python:Beginner;JavaScript:Beginner,1
9.35,85.07,0,1,4,8,70.51,75.24,36.59,45.28,ECE,Machine Learning:Beginner;JavaScript:Advanced;Java:Beginner;Python:Beginner,1
6.08,61.04,1,1,2,2,82.39,59.54,70.74,55.64,CIVIL,HTML:Advanced;CSS:Intermediate;Java:Advanced,0
6.01,68.52,2,1,2,0,68.16,30.85,69.1,55.95,MECH,React:Intermediate;C++:Beginner,0
9.85,66.15,4,1,0,1,85.43,91.37,45.4,87.99,CSE,JavaScript:Beginner;Java:Beginner;SQL:Intermediate;Machine Learning:Intermediate;Python:Beginner,1
7.0,94.25,0,0,3,7,77.18,80.72,38.56,89.62,CSE,JavaScript:Intermediate;Data Science:Intermediate;HTML:Intermediate;React:Intermediate,1
